Track Name,Artist(s),Album,Release Date,Track URI,Round Name
Shimmy Shimmy Ya,Ol' Dirty Bastard,Return to the 36 Chambers: The Dirty Version,1995,spotify:track:3ABG1UQTk0eLYUAeWkmfMi,Recent Favorites
Pizza Homicide,"Samurai Pizza Cats, Nico Sallach, Electric Callboy",You're Hellcome,2023-09-22,spotify:track:3hbp28hJzO3919Sai6kaZW,Recent Favorites
Sea Creatures - Nightshifts Remix,"Axel Flóvent, Nightshifts",You Stay by the Sea (Deluxe),2022-09-09,spotify:track:3jnhbNExg7lwjn9TbFX29H,Recent Favorites
Anthropia,Karkara,All is Dust,2024-03-22,spotify:track:3kg8GYjWiUuzKLWhHGz9GZ,Recent Favorites
No One Noticed,The Marías,If Only + No One Noticed,2024-05-03,spotify:track:40QmyP1PmvFYjs8CzYsXA7,Recent Favorites
Canned Heat,Jamiroquai,Synkronized,1999-06-08,spotify:track:47oS7xB31QQUyPCgHpM3VZ,Recent Favorites
Sweet Tooth,Intervals,The Shape of Colour,2015-12-04,spotify:track:4DAZ8UYNpWVIV46aLkN2Qp,Recent Favorites
Believe - Paul Meany Remix,"R0MES, Paul Meany",Believe (Paul Meany Remix),2017-08-18,spotify:track:4opNGTKRpTeJ6Qn4dmm1H7,Recent Favorites
Withering Flowers,Melting Palms,Noise Between the Shades,2022-08-26,spotify:track:5eKB9RIiFZmsbtrpLFFsuf,Recent Favorites
Curly Q,Prince Daddy & the Hyena,Prince Daddy & The Hyena,2022-04-15,spotify:track:5etEJrn4QNlm0Z7xIbmnDi,Recent Favorites
Taurus - Mixed,Glass Beams,DJ-Kicks: Jayda G,2021-05-14,spotify:track:69RsYSwSdKPghCZzBbt9ki,Recent Favorites
"Welcome Home, Son",Radical Face,Ghost,2007-03-02,spotify:track:6HTVZeVQ9J6Uiq6tHESxU9,Recent Favorites
Francesca,Hozier,Unreal Unearth,2023-08-18,spotify:track:6QnfsyzifAJJrNHYTO6j9J,Recent Favorites
California Sun,The Rivieras,California Sun - the Best of the Rivieras,1963,spotify:track:6qpTh8eRZ4wPycoRZvbWnd,Recent Favorites
Can't Get Right,"Ghost-Note, Wes Stephenson",Fortified,2015-10-16,spotify:track:6RERvpLjCadldnJP7uMGmK,Recent Favorites
BODYGUARD,Beyoncé,COWBOY CARTER,2024-03-29,spotify:track:6Y4rniIxibegzsg8cdWAWV,Recent Favorites
Gen-X Cops,Vampire Weekend,Only God Was Above Us,2024-04-05,spotify:track:7EBmnpMsikHSmwOoCnAKrd,Recent Favorites
Barbaras Rhabarberbar,"Bodo Wartke, Marti Fischer",Zungenbrecher 4.0 - Staffel 4,2023-12-15,spotify:track:7ki0Q2nYTBhVxZvqLLDp5W,Recent Favorites
Spore,Ramona Falls,Prophet,2013-10-08,spotify:track:0lZMLzwY3OEd7Z3pT7zZhR,Wordle
Maybe,Sick Puppies,Tri-polar,2010-01-01,spotify:track:0nbaoA1FPNt1tRnbXB6FFa,Wordle
Slide,The Goo Goo Dolls,Dizzy up the Girl,1998-09-11,spotify:track:0nnwn7LWHCAu09jfuH1xTA,Wordle
Money,Pink Floyd,The Dark Side of the Moon,1973-03-01,spotify:track:0vFOzaXqZHahrZp6enQwQb,Wordle
Bangs,Brick + Mortar,Bangs,2013-01-01,spotify:track:0y0DQuDcfnH5U6NCBTXX2x,Wordle
Alive,Pearl Jam,Ten,1991-08-27,spotify:track:1L94M3KIu7QluZe63g64rv,Wordle
Crazy,Gnarls Barkley,St. Elsewhere,2006-04-24,spotify:track:1vxw6aYJls2oq3gW0DujAo,Wordle
Shout,Tears For Fears,Songs From The Big Chair,1985-02-25,spotify:track:2gQaQUhDCNGfBVXTvxAmXQ,Wordle
Pride - Live from SoHo,Manchester Orchestra,Live From SoHo,2009-05-01,spotify:track:2JXW3z4DT2qLo0GDvyfXaF,Wordle
Fight,All Good Things,Battle Rock 2,2014-05-19,spotify:track:2K9DQAkvGo9h8pLzlb7IoC,Wordle
Truth,Devin Townsend Project,Transcendence (Deluxe Edition),2016-09-09,spotify:track:2qZnwY88TSeHGyXqgHGTHl,Wordle
Pilot,Amber Run,5AM (Expanded Edition),2015-04-20,spotify:track:2zw6RDS4qJunQjUd4ck3sn,Wordle
Choke,I DONT KNOW HOW BUT THEY FOUND ME,Choke,2018-08-24,spotify:track:37mfTcSlX60JtAvAETytGs,Wordle
Again,Mako,Fable,2020-12-18,spotify:track:3aXNR1cI1601lXmIUIsVtG,Wordle
Faded,Izzy Bizu,Faded,2020-05-14,spotify:track:3FMyC1ElB2UcLMBZQ4EKLJ,Wordle
Ashes,Stellar,Ashes,2020-05-03,spotify:track:3Pj6u2KTgepyyidp5xfbHp,Wordle
Young,Air Review,Low Wishes,2013-01-29,spotify:track:3SUnB496wZdR3cpSoI9KK0,Wordle
Peter,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,spotify:track:3zMDGj4D8ogaYgAIZPeU7S,Wordle
Emily,San Fermin,Jackrabbit,2015-04-21,spotify:track:47uh0mN1O932swAwCA3Q5I,Wordle
ALIVE,Hanni El Khatib,FLIGHT,2020-05-15,spotify:track:48ON1LS4SjKolzNlNxihSJ,Wordle
Smile,Lily Allen,"Alright, Still (Bonus Track Version)",2006-05-08,spotify:track:4aR9bPMAOFySBuQSbVWF3d,Wordle
Lemon,"N.E.R.D, Rihanna, Pharrell Williams",NO ONE EVER REALLY DIES,2017-12-15,spotify:track:4PpuH4mxL0rD35mOWaLoKS,Wordle
Alone,Heart,Bad Animals,1987-06-06,spotify:track:54b8qPFqYqIndfdxiLApea,Wordle
Daisy,Fang Island,Fang Island,2010,spotify:track:59LRKSZjgNddf2e0fhiwbB,Wordle
Awake,Tycho,Awake,2014-03-18,spotify:track:5MhMXTuVODDF234VDvSxQx,Wordle
Faith,Limp Bizkit,"Three Dollar Bill, Y'all $",1997-01-01,spotify:track:5MYsvAONqcsIVOwu2HTQ3p,Wordle
Sorry,"Rick Ross, Chris Brown",Black Market (Deluxe),2015-12-04,spotify:track:6adehXz8vMUmXWJhEIdE6e,Wordle
Crush,Pendulum,Immersion,2010-05-21,spotify:track:6hzwfFKrTabeUsW5SWti17,Wordle
Toxic,Britney Spears,In The Zone,2003-11-13,spotify:track:6I9VzXrHxO9rA9A5euc8Ak,Wordle
PRIDE.,Kendrick Lamar,DAMN.,2017-04-14,spotify:track:6IZvVAP7VPPnsGX6bvgkqg,Wordle
Sugar,Men I Trust,Untourable Album,2021-08-25,spotify:track:6ZdAsADC9LIICvsVRuGWbZ,Wordle
STRUT,EMELINE,STRUT,2022-08-19,spotify:track:749rod7GCmj0OVdumGfzVq,Wordle
Low (feat. T-Pain),"Flo Rida, T-Pain",Mail on Sunday,2008-03-17,spotify:track:0CAfXk7DXMnon4gLudAp7J,Twinning
Monster,STARSET,Vessels,2017-01-20,spotify:track:0criiQKIY1hyU0lRbVhZ8L,Twinning
Sleepwalking,Bring Me The Horizon,Sempiternal (Expanded Edition),2013-04-01,spotify:track:0gchQwxmBWj5no8NJ8b2yH,Twinning
Piece of Shit,Stitches,Bipolar,2018-04-20,spotify:track:18LhHoBPmVJ7HWZZBwFx4P,Twinning
In The End,Black Veil Brides,Wretched and Divine: The Story Of The Wild Ones,2012-01-01,spotify:track:1RTYixE1DD3g3upEpmCJpa,Twinning
Sleepwalking,The Chain Gang Of 1974,"The Music of Grand Theft Auto V, Vol. 1: Original Music",2013-09-24,spotify:track:1zdsOgv1hdGGGe9CK1QPY7,Twinning
Come Along,Morphine,At Your Service (Anthology),2009-10-05,spotify:track:24cQfUeatmT341I5a1hcbp,Twinning
Roses,Kanye West,Late Registration,2005-08-30,spotify:track:2DHNCWZYmVr1Lv08q5b0kB,Twinning
Karma,AJR,Neotheater,2019-04-26,spotify:track:2skZSmKuBgg37tMT2JnZUn,Twinning
Monster,Skillet,Awake,2009-08-21,spotify:track:2UREu1Y8CO4jXkbvqAtP7g,Twinning
Closer,Ne-Yo,Year Of The Gentleman (Bonus Track Edition),2008-01-01,spotify:track:2XbfY2O2v3xwedUJ0J2kkr,Twinning
Karma,Record Heat,Reborn Yesterday,2019-09-20,spotify:track:2zbVA2mio4BMkNdan5Ifhw,Twinning
Dirty,grandson,Dirty,2020-09-23,spotify:track:3MTfE3Mo3lfwAymYLU2luX,Twinning
Flicker,Tiny Habits,Flicker + I Don’t Have The Heart,2024-03-26,spotify:track:3Y9ugqhMpFr7q1lNenOer3,Twinning
Closer,Tegan and Sara,Heartthrob,2013,spotify:track:4dTVgHZFPlaq9nPbLVVLSG,Twinning
Come Along,Cosmo Sheldrake,The Much Much How How and I,2018-04-06,spotify:track:4nzpSiEPEBnYRWx0cF8nY6,Twinning
Holiday,Green Day,Greatest Hits: God's Favorite Band,2017-11-17,spotify:track:4VgEM12OeaN3GyBV487Me7,Twinning
In the End,Linkin Park,Hybrid Theory (Bonus Edition),2000,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Twinning
You,Ziggy Marley,Fly Rasta,2014-04-15,spotify:track:61sAA05gbYTkH0tjI0XRar,Twinning
Dernière danse,Indila,Mini World,2014-01-01,spotify:track:65uoaqX5qcjXZRheAj1qQT,Twinning
Flicker,Porter Robinson,Worlds,2014-08-12,spotify:track:6BivCuyKJtgLa9ooFsvUoZ,Twinning
Roses,Outkast,Speakerboxxx/The Love Below,2003,spotify:track:6bUNEbXT7HovLW6BgPCBsb,Twinning
Low,Cracker,Kerosene Hat,1993,spotify:track:6ctbCIikHbC6tSOL1rewQX,Twinning
Sober,TOOL,Undertow,1993-04-06,spotify:track:6DyywdbmTzlmXBzG9ym7Rt,Twinning
Elephant,Jason Isbell,Southeastern,2013-06-11,spotify:track:6HnyDQf00fg8XgZWIBFVVl,Twinning
Piece Of Shit,Wet Leg,Wet Leg,2022-04-08,spotify:track:6PGNpgfoGIpfZVJFHdK7bV,Twinning
Elephant,Tame Impala,Lonerism,2012-01-01,spotify:track:6qZjm61s6u8Ead9sWxCDro,Twinning
Dirty,Sevendust,All I See Is War,2018-05-11,spotify:track:6udUCRf6uF505zH0q2Psjj,Twinning
Sober,Childish Gambino,Kauai,2014-10-03,spotify:track:6YuFv5d7iGeNnFMu6xphZl,Twinning
HOLIDAY,Lil Nas X,HOLIDAY,2020-11-13,spotify:track:6zFMeegAMYQo0mt8rXtrli,Twinning
You,Bad Religion,No Control,1989,spotify:track:71dRBSmaKMdaFZPeZlVzf5,Twinning
Dernière danse,Kyo,Le chemin,2003,spotify:track:7mNErWes3YegbRLgZuILl5,Twinning
Nel blu dipinto di blu,Domenico Modugno,Tutto Modugno (Mister Volare),2008-02-28,spotify:track:006Ndmw2hHxvnLbJsBFnPx,Songs that defined your childhood
Sk8er Boi,Avril Lavigne,Let Go,2002-06-04,spotify:track:00Mb3DuaIH1kjrwOku9CGU,Songs that defined your childhood
Thank You for the Venom,My Chemical Romance,Three Cheers for Sweet Revenge,2004-06-08,spotify:track:0BpKPyXhWsTaWkgXeOd1Sn,Songs that defined your childhood
All My Best Friends Are Metalheads,Less Than Jake,Hello Rockview,1998-01-01,spotify:track:1hh4GY1zM7SUAyM3a2ziH5,Songs that defined your childhood
Hot N Cold,Katy Perry,One Of The Boys,2008-06-17,spotify:track:1y4eb6hmAvsqlDOl3fx9kk,Songs that defined your childhood
One Week,Barenaked Ladies,Stunt (20th Anniversary Edition),1998-07-07,spotify:track:29hBRadFZf9QTGRHZmxm65,Songs that defined your childhood
The Lion Sleeps Tonight (Wimoweh),The Tokens,Wimoweh!!! - The Best Of The Tokens,1994-08-29,spotify:track:2F4FNcz68howQWD4zaGJSi,Songs that defined your childhood
Upgrade You,Lil Wayne,When The North & South Collide Unloaded,2007-06-01,spotify:track:2LskohOoaVbz9Egc88AsIT,Songs that defined your childhood
Jack Sparrow,Hans Zimmer,Pirates of the Caribbean: Dead Man's Chest (Original Motion Picture Soundtrack),2006-01-01,spotify:track:2PN6TyqjtzffLkLhB4dgEC,Songs that defined your childhood
Bring It All Back,S Club,S Club,1999-01-01,spotify:track:3v0uXfyMEZ1lGvBOv1Y4ar,Songs that defined your childhood
"The Pink Panther Theme - From ""The Pink Panther""",Henry Mancini,Ultimate Pink Panther,2004-04-01,spotify:track:3vMwCHwR1UlM6hAV6xQ4aX,Songs that defined your childhood
The Real Slim Shady,Eminem,The Marshall Mathers LP,2000-05-23,spotify:track:3yfqSUWxFvZELEM4PmlwIR,Songs that defined your childhood
Come Alive,Foo Fighters,"Echoes, Silence, Patience & Grace",2007-09-25,spotify:track:4P4s2KHOw0uISbLI3zkHtD,Songs that defined your childhood
Jesus of Suburbia,Green Day,American Idiot,2004-09-21,spotify:track:58KPPL1AdLHMvR2O2PZejr,Songs that defined your childhood
Everytime We Touch,Cascada,Platinum,2006,spotify:track:5aEqcblO0Z6JloFJXtxyhe,Songs that defined your childhood
Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",Dangerously In Love,2003-06-24,spotify:track:5IVuqXILoxVWvWEPm82Jxr,Songs that defined your childhood
Love My Lips,VeggieTales,And Now It’s Time For Silly Songs With Larry,2005-10-04,spotify:track:5Vjj7EaXf4wfz2PJsjc4QQ,Songs that defined your childhood
What's New Scooby-Doo?,Simple Plan,What's New Scooby-Doo?,2021-07-23,spotify:track:6DD5beNG6Ji3AYp5WrYnwD,Songs that defined your childhood
Halo,"Halo, Martin O'Donnell, Michael Salvatori",Halo: Combat Evolved (Original Soundtrack),2002-06-11,spotify:track:6DhcuZbi4FW28RLicWNmmx,Songs that defined your childhood
Moi... Lolita,Alizée,Gourmandises,2000-11-21,spotify:track:6e0LjNPkRqxIAlmmdjWSV8,Songs that defined your childhood
Angels Brought Me Here,Guy Sebastian,Just As I Am,2003-12-08,spotify:track:6lzIABwQGhMa3Xbspb098s,Songs that defined your childhood
Through the Fire and Flames,DragonForce,Inhuman Rampage,2006-05-23,spotify:track:6nnacTL5on2aVsRhVDNUSo,Songs that defined your childhood
American Idiot,Green Day,American Idiot,2004-09-21,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,Songs that defined your childhood
No One Knows,Queens of the Stone Age,Songs For The Deaf,2002,spotify:track:6NvRxjfYkkT2SpirAlmsjH,Songs that defined your childhood
Larger Than Life,Backstreet Boys,Millennium,1999-05-18,spotify:track:6sbXGUn9V9ZaLwLdOfpKRE,Songs that defined your childhood
We Like To Party! (The Vengabus),Vengaboys,The Party Album!,1999-06-04,spotify:track:73ljrkSg4A0q3ByU0Cu7mw,Songs that defined your childhood
Ninja Rap,Vanilla Ice,The Best Of Vanilla Ice,2001-03-13,spotify:track:7hTUp0OUiXFr4VOzfbBZ2k,Songs that defined your childhood
The Way,Fastball,All The Pain Money Can Buy,1998-01-01,spotify:track:7IsEXPk6qqt30FfQv4SZMa,Songs that defined your childhood
Wizard Fight,Weedeater,God Luck and Good Speed,2007,spotify:track:06xc9MfcfQkJHKIWkJnSuj,2023 Rewind
Электрический ток,Увула,Ничего сверхъестественного,2020-03-05,spotify:track:0H5bUiwDSEl2NuoIMEK00y,2023 Rewind
Sunday Morning,"桑原あい, Shun Ishiwaka",Dear Family,2017-11-08,spotify:track:0HqMK0qcqlYOQXaSASz3wM,2023 Rewind
Hollywood Baby,100 gecs,"10,000 gecs",2023-03-17,spotify:track:0oigSejhoNen2EdNAIFcm5,2023 Rewind
Riders On The Storm - Fredwreck Remix,"Snoop Dogg, The Doors",Riders On The Storm (Fredwreck Remix),2007-01-01,spotify:track:0RcYEWXtbu4ehdv1tiBOi0,2023 Rewind
Oakland Nights (feat. Sia),"The Unauthorized Bash Brothers Experience, The Lonely Island, Sia",The Unauthorized Bash Brothers Experience,2019-05-23,spotify:track:0yoL0tED0fSdjcAGOnmJam,2023 Rewind
Saturday Night’s Alright (For Fighting) - Remastered 2014,Elton John,Goodbye Yellow Brick Road (Remastered),1973-10-05,spotify:track:12yHvSYFXI7PGzNecUvIDu,2023 Rewind
Back Pocket,Vulfpeck,Thrill of the Arts,2015-10-09,spotify:track:1DrlLvlYd1FIjNavRm6NdX,2023 Rewind
Just Pretend,Bad Omens,THE DEATH OF PEACE OF MIND,2022-02-25,spotify:track:1H4Y9uW4N0LsxJUz0VnaPJ,2023 Rewind
soso,Omah Lay,Boy Alone,2022-07-14,spotify:track:1wADwLSkYhrSmy4vdy6BRn,2023 Rewind
Get Busy,Sean Paul,Dutty Classics Collection,2017-06-02,spotify:track:287NMNikZezvQLEQgvqFZz,2023 Rewind
Hall & Oates,Satchmode,Love Hz,2017-02-07,spotify:track:2SqrTwEVhjNusMZAkAaATU,2023 Rewind
Arson,A Modest Proposal,Arson,2022-04-22,spotify:track:3de24cbMqXVrUlLh3T8DBl,2023 Rewind
When We Swam,"Thao, Thao & The Get Down Stay Down",Know Better Learn Faster,2009-10-13,spotify:track:3dsU0TotgLTslkt8KeSDMl,2023 Rewind
Baby Queen,Gorillaz,Cracker Island,2023-02-24,spotify:track:3FwCEB2BNFzWQ9rn4goCXZ,2023 Rewind
Culling Voices,TOOL,Fear Inoculum,2019-08-30,spotify:track:3gPxMQWDMSEyPXMtzbcDdQ,2023 Rewind
Won't Forget You (Edit),Shouse,Won't Forget You,2022-02-04,spotify:track:3I10tZ5MgEMo4WryCNJkZQ,2023 Rewind
Ayonha,Hamid Al Shaeri,Sans Titre / Ayonha,2017-10-25,spotify:track:3q9Kp9seLNsYSqRAwdJuX3,2023 Rewind
Lay Low,My Morning Jacket,Z,2005-10-04,spotify:track:4fikCVxSddXyT4o29KI5id,2023 Rewind
You Only Live Once,The Strokes,First Impressions Of Earth,2006-01-03,spotify:track:4fPBB44eDH71YohayI4eKV,2023 Rewind
Must I Wait,Yumi And The Weather,All We Can,2013-10-21,spotify:track:4mcpW2ESyTBhK3IDL1Kc68,2023 Rewind
Fleur de lis,The Raven Age,Conspiracy,2019-09-06,spotify:track:4uTEG0XN5AF7aZdSAuVkLX,2023 Rewind
IHOP Parking Lot (feat. Haim & Maya Rudolph),"The Unauthorized Bash Brothers Experience, The Lonely Island, HAIM, Maya Rudolph",The Unauthorized Bash Brothers Experience,2019-05-23,spotify:track:4vnSthDxe1A0ptp1GCtNcF,2023 Rewind
Alps,"Novo Amor, Lowswimmer",Alps,2016-04-15,spotify:track:5eG8QuQKOBvDeCyoOeMkhT,2023 Rewind
For Your Soul,Josh Ritter,Spectral Lines,2023-04-28,spotify:track:5eimsB6KHfDsTSSETgx18Q,2023 Rewind
Could You Be Loved,Bob Marley & The Wailers,Uprising,1980,spotify:track:5O4erNlJ74PIF6kGol1ZrC,2023 Rewind
Hold The Girl,Rina Sawayama,Hold The Girl,2022-09-16,spotify:track:5Ohlkv2NY6pOC9sHZMsUPV,2023 Rewind
Cradles,Sub Urban,Cradles,2019-01-04,spotify:track:5sSYvDVyP0CP9TUiqy3fuF,2023 Rewind
Right Thing,Bayonne,Temporary Time,2023-05-26,spotify:track:5WSbA7CYliGAJiZTRldTMK,2023 Rewind
7 rings,Ariana Grande,"thank u, next",2019-02-08,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,2023 Rewind
All I Want To Hear You Say,Sea Girls,All I Want To Hear You Say,2018-09-11,spotify:track:7BZWTu4Pv77TxGmmsQaSXN,2023 Rewind
Mastermind,Taylor Swift,Midnights,2022-10-21,spotify:track:7FmYn9e7KHMXcxqGSj9LjH,2023 Rewind
Marijuana in Your Brain (Remastered),Lords Of Acid,Voodoo-U (Special Remastered Band Edition),2017-08-04,spotify:track:01Qi2W6h7GilImRk4CIxTS,The Parent Trap
Pussy,Brazilian Girls,Brazilian Girls,2005-01-01,spotify:track:0nghE8iUqF4SkTaMqQNxiG,The Parent Trap
No Problem (feat. Lil Wayne & 2 Chainz),"Chance the Rapper, Lil Wayne, 2 Chainz",Coloring Book,2016-05-27,spotify:track:0v9Wz8o0BT8DU38R4ddjeH,The Parent Trap
Slumber Party (feat. Princess Nokia),"Ashnikko, Princess Nokia",DEMIDEVIL,2021-01-15,spotify:track:11ZulcYY4lowvcQm4oe3VJ,The Parent Trap
Criminal,Eminem,The Marshall Mathers LP,2000-05-23,spotify:track:18ohWhzbMCynq5QJ68ifkW,The Parent Trap
abcdefu (angrier),GAYLE,abcdefu (angrier),2021-09-24,spotify:track:1EQFOouqdKYdpbNoOHRVO2,The Parent Trap
Fuck You,Lily Allen,"It's Not Me, It's You",2009-01-26,spotify:track:1GCbc1vpkZA2zhjsSFhmHT,The Parent Trap
Penis Song,Macklemore,The Language of My World,2005-01-01,spotify:track:1jcSttQBrx05TkPgnB9vZl,The Parent Trap
Waiting for the Worms,Pink Floyd,The Wall,1979-11-30,spotify:track:2DVkYfl2YuOMlRfC98srEG,The Parent Trap
Paradise By the Dashboard Light,Meat Loaf,Bat Out Of Hell,1977-10-21,spotify:track:2g7gviEeJr6pyxO7G35EWQ,The Parent Trap
Drop It Like It's Hot,"Snoop Dogg, Pharrell Williams",R&G (Rhythm & Gangsta): The Masterpiece,2004-01-01,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,The Parent Trap
The Freedom to Fuck Off,Petey,USA,2023-09-22,spotify:track:2SYvupjFDoD0quiayF62km,The Parent Trap
S&M,Rihanna,Loud,2010-11-15,spotify:track:2u02eLj96Atd6TBxkH9YvN,The Parent Trap
I Sucked a Lot of Cock to Get Where I Am,Regurgitator,Tu-Plang,1996-05-06,spotify:track:33axnrbaqDgsrVVfK36xo1,The Parent Trap
Darkside,grandson,a modern tragedy vol. 2,2019-02-22,spotify:track:3JyvSSU0VnlMUsQckyEVfX,The Parent Trap
Longview,Green Day,Dookie,1994-02-01,spotify:track:3LRJbFT9rKoKv4aW7PuBJC,The Parent Trap
Keep It Rising,Supershy,Happy Music,2023-08-18,spotify:track:3vpHZrlh4SUvVNIqs9tMVN,The Parent Trap
Gimmie That Nutt,Eazy-E,It's On (Dr. Dre) 187um Killa,1993-11-05,spotify:track:4cPhuLaWqn0TZCs71wSk6s,The Parent Trap
Good L_ck (Yo_'re F_cked),Celldweller,End of an Empire (Deluxe Edition),2015-11-06,spotify:track:4qJrDTPDsQqaYGKMj0Thjk,The Parent Trap
Rollout (My Business),Ludacris,Word Of Mouf,2001-01-01,spotify:track:4SyadrABZJIjeND1HPJS31,The Parent Trap
Hasa Diga Eebowai,"Michael Potts, Andrew Rannells, Josh Gad, Michael James Scott, Lawrence Stallings, Rema Webb, Tyson Jennette, Maia Nkenge Wilson, Brian Tyree Henry, Darlesia Cearcy, Tommar Wilson, Ta'Rea Campbell, John Eric Parker",The Book Of Mormon (Original Broadway Cast Recording),2011-05-17,spotify:track:52a9fyhPzrMz6bxVQoEIcX,The Parent Trap
Killing In The Name,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),1992,spotify:track:59WN2psjkt1tyaxjspN8fp,The Parent Trap
The Bad Touch,Bloodhound Gang,Hooray For Boobies,1999-10-04,spotify:track:5EYdTPdJD74r9EVZBztqGG,The Parent Trap
Closer,Nine Inch Nails,The Downward Spiral (Deluxe Edition),1994-03-08,spotify:track:5mc6EyF1OIEOhAkD0Gg9Lc,The Parent Trap
Puto,Molotov,Donde Jugaran Las Niñas,1997-01-01,spotify:track:5OWF7n0zX8kyTJvv1jTvZX,The Parent Trap
Wynona's Big Brown Beaver,Primus,Tales From The Punchbowl,1995-01-01,spotify:track:5WzdX4iArSQZELuxI0Oq5Q,The Parent Trap
Adena,Therapie TAXI,EP,2017-03-10,spotify:track:5Ye9WqscOKU4iI2oIHeFbc,The Parent Trap
Nasty,Tinashe,Nasty,2024-04-12,spotify:track:6NjWCIYu1W8xa3HIvcIhd4,The Parent Trap
Fuck it I love you,Lana Del Rey,Norman Fucking Rockwell!,2019-08-30,spotify:track:7MtVPRGtZl6rPjMfLoI3Lh,The Parent Trap
Bullet,Hollywood Undead,American Tragedy (Deluxe Edition),2011-01-01,spotify:track:7vWaeCBcobKgzJgbOl23KU,The Parent Trap
Ghost,Badflower,"OK, I'M SICK",2019-02-22,spotify:track:7w09r53aPON8ZUvEAnPe94,The Parent Trap
Together On The Sand,NOFX,Ribbed,1991-02-01,spotify:track:7wyuKMQjuII5e1mr59iiKV,The Parent Trap
Mr. Brightside,The Killers,Hot Fuss,2004,spotify:track:003vvx7Niy0yvhvHt4a68B,10 Years Later
Clocks,Coldplay,A Rush of Blood to the Head,2002-08-27,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,10 Years Later
Feel Good Inc.,Gorillaz,Demon Days,2005-05-23,spotify:track:0d28khcov6AiegSCpG5TuT,10 Years Later
Castaway,Green Day,Warning,2000-10-03,spotify:track:0hTFEWK4Rso35cjOlvZTHg,10 Years Later
Let's Get Rocked,Def Leppard,Adrenalize (Deluxe),1992-03-31,spotify:track:0LoH6lFQLNscy3RyljAewK,10 Years Later
O Yeah,End Of Fashion,End of Fashion,2005-01-01,spotify:track:0m1EeQNY6qOwKxaZO4ETim,10 Years Later
"Mon coeur, mon amour",Anaïs,The Cheap Show,2005-01-01,spotify:track:0oWAz88alrwkNvnfaRokhn,10 Years Later
Where'd All the Time Go?,Dr. Dog,"Shame, Shame (Deluxe Edition)",2010-11-02,spotify:track:0UV5zxRMz6AO4ZwUOZNIKI,10 Years Later
Da Art of Storytellin' (Pt. 1),Outkast,Aquemini,1998-09-29,spotify:track:1KQymTxNJfWk6vCD5ywKW2,10 Years Later
Like a Prayer,Madonna,Celebration (double disc version),2009-09-18,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,10 Years Later
Trap Queen,Fetty Wap,Fetty Wap (Deluxe),2015-09-25,spotify:track:2d8JP84HNLKhmd6IYOoupQ,10 Years Later
Black Hole Sun,Soundgarden,Superunknown (Deluxe Edition),1994-03-09,spotify:track:2EoOZnxNgtmZaD8uUmz2nD,10 Years Later
Lithium,Nirvana,Nevermind (Remastered),1991-09-26,spotify:track:2YodwKJnbPyNKe8XXSE9V7,10 Years Later
